"49959","Mostly sunny today, high 79 (26 C).","delaware","Wilmington, North Carolina","0","0","1","0","0","0.788","0.212","0","0","0","0","0","0.212","0","0","0.212","0","0","0","0","0","0.788","0","0"
"11642","It's a beautiful day in the neighborhood. Come enjoy sunshine on the mat today. It's a great day for a Yin Yoga Class (TSD) @ 2:15pm","district of columbia","Washington DC","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"43831","Kootenai & Flathead looking pretty good today. A stray shower possible but otherwise partly sunny skies with temps in the low 60s. #mtwx","montana","Missoula, MT","0","0","0.804","0.196","0","0.802","0.198","0","0","0","0","0","0","0","0","0.198","0","0","0.598","0","0","0.604","0","0"
"60717","Storm about to hit GP..","massachusetts","Boston to Dallas","0","0","1","0","0","0.803","0.197","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"90672","IT'S THE SUN!!!  I forgot it existed there for a minute.  So now that the weather is nice there's no excuse to not... {link}","connecticut","Niantic, CT","0.203","0","0","0.797","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"48987","#WEATHER:  4:06 am : 74.5F. Feels F. % Humidity. 2.2MPH Northeast Wind.","hawaii","","0","0","1","0","0","1","0","0","0","0","0","0","0.421","0.185","0","0.184","0","0","0","0","0","0","0","0.426"
"31395","Nashville celebrates Bike to Work Day tomorrow morning! Looks to be perfect weather for a ride... {link} #bikemonth","tennessee","Nashville, Tenn.","0","0","0.083","0.917","0","0.081","0.833","0.085","0","0","0","0","0.164","0","0","0.667","0","0.084","0","0","0","0.25","0","0"
"28260","RT @mention: Humidity & My Hair Do Not Do Good Together","michigan","Muskegon,MI","0","0.615","0.192","0","0.194","0.762","0","0.238","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"93541","Cleaning is a  work out haha its so hot lol","arizona","Tucson,AZ","0","0.203","0.39","0","0.407","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"23556","Yeah, I'm the guy holding the umbrella out in the hot sun. #realfilipino #3hoursleft","district of columbia","Washington, DC (Hagrstwn)","0.203","0.203","0.594","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0.6","0","0"
"45637","@mention im sorry that suks its like realy realy hot out their","new mexico","Albuquerque-Santa Fe","0.192","0.61","0.198","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"88321","Dracula weather... :)","west virginia","","0.195","0.607","0","0.198","0","0.792","0","0.208","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4416","#Whiteppllaws to wear flip flops & shorts wen it's cold out 0_o","illinois","Chicago","0","0.394","0.402","0","0.204","0.495","0","0.505","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16358","New Severe T'storm Warning for E Lampasas, S Coryell until midnight. Rotation looking weaker, but could still produce large hail. #txwx NP","texas","Waco, Texas","0","0","1","0","0","0.601","0.399","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"96193","NOAA is the gov't agency tasked with watching the weather and the oceans for deluges. It's pronounced like ""Noah"" is that on purpose??","pennsylvania","PITTSBURGH","0","0","0.804","0","0.196","0.496","0","0.504","0","0","0","0","0","0","0","0.504","0","0.252","0.244","0","0","0","0","0"
"50519","#WEATHER:  12:56 am: 60.0F. Feels 59F. 30.00% Humidity. 6.9MPH North Wind.","new mexico","Albuquerque, NM, USA","0","0","1","0","0","1","0","0","0","0","0.167","0","0.167","0.498","0","0.167","0","0.167","0","0","0","0","0","0.665"
"58185","I love sleeping on cold pillows and its freezing in my room. #happy #goodnight","north carolina","","0","0","0","0.161","0.839","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"39149","Today as of May. 18 6:44 AM EDT: Today - Mostly cloudy with scattered showers. Isolated thunderstorms this... {link}","new york","","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0.18","0.82","0","0.594","0","0","0"
"29890","I am OVER this weather. It stresses me out. Just ask @mention...","new mexico","Farmington, Arkansas","0","1","0","0","0","0.806","0","0.194","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"28416","My weather alert that tells me if there will be rain/snow the next day (check out umbrellatoday.com) has appeared past 3 days. Not cool, DC.","virginia","Arlington, VA","0","0.794","0.206","0","0","0.797","0.203","0","0","0","0","0","0","0","0","0.206","0","0.198","0.595","0.409","0","0","0","0"
"5384","I think that you have created a monster @mention because working on Sat. is no fun. Good thing the weather sucks.","arkansas","Little Rock, AR","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"119753","After a gorgeous, sunny day, it's now pouring in bucks county ironically right before 6pm... #rapture?","pennsylvania","Bucks County, PA","0.415","0","0.39","0.195","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.793","0","0"
"77237","Man oh man I'm lovin this weather right now. What's up for tonight tho??","georgia","ATL","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0.803","0","0.197","0","0","0","0","0","0"
"66858","whenever the weather warms up in fall river the prostitues become a lot easier to identify.","rhode island","RI ","0.207","0","0.199","0","0.594","0","0","1","0","0","0","0","0.49","0","0","0","0","0.51","0","0","0","0","0","0"
"57535","Hazardous Weather Outlook-Slight risk of severe thunderstorms tonight, Tuesday, and Wednesday. The main severe weather threats are ...","pennsylvania","Pittsburgh, PA","0","0.202","0.798","0","0","0.195","0.805","0","0","0","0","0","0","0","0","0","0","0","0.195","0","1","0","0","0"
"84277","Maytown, WA Weather - 1:00 PM 64.9&#xB0;F 45 pct 6.7 mph N","washington","","0","0","1","0","0","0.795","0","0.205","0","0","0","0","0","0.205","0","0.603","0","0.192","0","0","0","0","0","0.205"
"91121","Forecast for the weekend : sunny with a chance of death","kentucky","Louisville, Kentucky","0","0.218","0.571","0","0.211","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"118051","@mention was it the rainy gloomy weather?","arizona","Phoenix, AZ","0","0.665","0.335","0","0","0.495","0","0.159","0.346","0.17","0","0","0","0","0","0.165","0","0","0.835","0","0","0","0","0"
"66889","Freezing @ the soccer game! But go knights!","michigan","Bloomfield Hills, MI","0","0.608","0.189","0","0.204","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94126","Crazy weather in Canton!  @ Bravo Health {link}/","maryland","Baltimore, MD","0.123","0.36","0.517","0","0","0.938","0","0.062","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"46510","Weather Rapport:  Uh-oh. Another wet storm? {link}","vermont","","0","0.696","0.172","0","0.132","0.198","0.616","0.186","0","0","0","0","0","0","0","0","0","0","0.417","0","1","0","0","0"
"92215","This weather wins everything.","arizona","Arizona","0.199","0","0","0.599","0.202","0.751","0","0.249","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"40641","Having lunch in Maine, ocean side. 70* weather.","new hampshire","New Hampshire","0","0","0.805","0.195","0","1","0","0","0","0","0","0","0.202","0","0","0.603","0","0.195","0","0","0","0","0","0"
"52047","Matt Duke's - One Day Die is the perfect soundtrack for this rainy walk home","massachusetts","Boston, MA","0","0.194","0.615","0.191","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"8426","#WEATHER: 1:53 am C: 68.0F. Feels F. 29.73% Humidity. 9.2MPH Southeast Wind.","oklahoma","Tulsa, OK, USA","0","0","1","0","0","1","0","0","0","0","0","0.194","0","0.611","0","0.194","0","0","0","0","0","0","0","0.404"
"51640","with weather like this i feel like packing up and running off to malta. even though ive never been there... adverts are so convincing.","maine","Bangor, N.Ireland","0","1","0","0","0","0.803","0","0.197","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4920","Yeah, just another May in Omaha. Loud thunderstorms, torrential downpours, and hail.","nebraska","","0","0.424","0.576","0","0","0.788","0","0","0.212","0","0","0","0","0","0","0","0","0.402","0.598","0","0.811","0","0","0"
"62123","@mention raining cold & windy...crappy trifecta","maine","Cherryfield, Maine","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0.793"
"66613","Sometimes I feel I'm a bit odd. Everyone is inside waiting for the bus bcuz it's cold out while I'm outside drinking a gelato shake.","virginia","Fairfax, Virginia","0.194","0","0.806","0","0","0.8","0","0.2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35808","In Denver. Heading downtown. Anything fun going on today? Weather looks good!","minnesota","Minnesota","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0.798","0","0","0","0","0","0.202","0","0"
"2910","Weather.com claiming it's gonna hit around 8. So i guess we're still on","tennessee","Memphis, TN","0","0","0.607","0","0.393","0.338","0.325","0.338","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"32041","RT @mention: RT @mention Working 12-hr days on farms in 100-degree weather for very little pay should not be the #childhoodmem ...","pennsylvania","Harrisburg, PA","0","0.599","0.205","0","0.196","0.247","0","0.256","0.497","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"87496","Afternoon everyone:) hope your all having a good day. Been Asda and sainsburys  shopping.weather now heavy rain ugh.","pennsylvania","Northumberland","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"17846","RT @mention RT @mention: HOT AS FUCK OUTSIDE MORE REASON 4 ME 2 WEAR LESS #ILIKE ;)","georgia","Atlanta, GA","0","0.405","0","0.409","0.186","1","0","0","0","0","0","0","0.748","0","0","0.252","0","0","0","0","0","0","0","0"
"23635","Weather = longer nap time! Yes! Good thing I didn't sleep last night!","kansas","Kansas","0","0","0.199","0.626","0.175","1","0","0","0","0","0","0","0","0","0","0.747","0","0.253","0","0","0","0","0","0"
"11648","Outside: 64.8 F, Humidity: 73%, Wind: (260) 7 mph, Press: 29.49"", Rain: 0.00","new mexico","Farmington, MN","0","0","1","0","0","0.795","0.205","0","0","0","0","0","0","0.591","0","0","0","0.391","0.409","0","0","0","0","1"
"8380","What is the weather like tomorrow ?","delaware","","0.192","0","0.4","0","0.408","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"30565","@mention that's good to hear and I am following u sunshine","massachusetts","Boston,MA","0","0","0","0.192","0.808","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"65896","Lmao Cara smiling at the 'snow'","ohio","","0.399","0","0","0.207","0.394","0.684","0","0.316","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"100012","Fuck weather interruptions! We can see outside what's happening!","hawaii","Hawaii ","0","0.598","0.201","0","0.201","0.748","0","0.252","0","0","0","0","0","0","0","0.496","0","0.504","0","0","0","0","0","0"
"79206","RT @mention: #WEATHER: Doha, #QA at 4:59 am AST {link} (full forecast)","new hampshire","Nashua, NH","0","0","0.803","0","0.197","0.497","0.503","0","0","0","0","0","0","0","0","0.751","0","0.249","0","0","0","0","0","0"
"92622","Beach weather :)","new york","New York, NY","0.212","0","0","0.788","0","0.788","0","0.212","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"19503","Thunderstorms and hail in California in may...really?","tennessee","Nashville","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0.202","0.399","0","0","1","0","0","0"
"47813","Special Weather Statement issued May 12 at 8:31AM EDT expiring May 12 at 9:00AM EDT by NWS Charleston {link}... {link}","texas","Dallas-Ft. Worth","0","0","1","0","0","0.793","0.207","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"61102","Why is it freezing outside.? This weather is too crazy .","tennessee","Knoxville , TN .","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99144","Nice & sunny morning out on the prairie after a spring thunderstorm last night...wonder how the tomatoes are? ; )","wyoming","","0","0","0","1","0","1","0","0","0","0","0","0","0.199","0","0","0","0","0.199","0","0","0.786","1","0","0"
"37351","Went 2 pond 2 feed ducks. No ducks:( Guess the cool weather confused them. Or maybe they r on the way 2 Flour Field to see THE GAMECOCKS!!!","south carolina","Greenvll-Spart-Ashevll-And","0.196","0.213","0.195","0","0.395","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
